season,week,celebrity_name,ballroom_partner,judge1,judge2,judge3,judge4,total_judge_score,eliminated_flag,results,placement,industry
5,2,Albert Reed,Anna Trebunskaya,7.0,7.0,7.0,,21.0,1,Eliminated Week 2,11,Model
5,2,Mark Cuban,Kym Johnson,6.0,6.0,6.0,,18.0,0,Eliminated Week 5,8,TV Personality
5,2,Wayne Newton,Cheryl Burke,5.0,5.0,5.0,,15.0,0,Eliminated Week 3,10,Singer/Rapper
5,3,Jane Seymour,Tony Dovolani,9.0,9.0,9.0,,27.0,0,Eliminated Week 7,6,Actor/Actress
5,3,Sabrina Bryan,Mark Ballas,9.0,9.0,9.0,,27.0,0,Eliminated Week 6,7,Actor/Actress
5,3,Mel B,Maksim Chmerkoskiy,9.0,9.0,9.0,,27.0,0,2nd Place,2,Singer/Rapper
5,3,Jennie Garth,Derek Hough,9.0,8.0,9.0,,26.0,0,Eliminated Week 9,4,Actor/Actress
5,3,Marie Osmond,Jonathan Roberts,9.0,8.0,9.0,,26.0,0,3rd Place,3,Singer/Rapper
5,3,Helio Castroneves,Julianne Hough,8.0,8.0,8.0,,24.0,0,1st Place,1,Racing Driver
5,3,Cameron Mathison,Edyta Sliwinska,8.0,7.0,8.0,,23.0,0,Eliminated Week 8,5,Actor/Actress
5,3,Floyd Mayweather Jr. ,Karina Smirnoff,7.0,7.0,7.0,,21.0,0,Eliminated Week 4,9,Athlete
5,3,Mark Cuban,Kym Johnson,6.0,7.0,7.0,,20.0,0,Eliminated Week 5,8,TV Personality
5,3,Wayne Newton,Cheryl Burke,6.0,6.0,6.0,,18.0,1,Eliminated Week 3,10,Singer/Rapper
5,4,Sabrina Bryan,Mark Ballas,10.0,10.0,10.0,,30.0,0,Eliminated Week 6,7,Actor/Actress
5,4,Cameron Mathison,Edyta Sliwinska,9.0,9.0,9.0,,27.0,0,Eliminated Week 8,5,Actor/Actress
5,4,Jennie Garth,Derek Hough,8.0,10.0,9.0,,27.0,0,Eliminated Week 9,4,Actor/Actress
5,4,Helio Castroneves,Julianne Hough,9.0,9.0,9.0,,27.0,0,1st Place,1,Racing Driver
5,4,Jane Seymour,Tony Dovolani,8.0,9.0,9.0,,26.0,0,Eliminated Week 7,6,Actor/Actress
5,4,Mel B,Maksim Chmerkoskiy,8.0,9.0,9.0,,26.0,0,2nd Place,2,Singer/Rapper
5,4,Marie Osmond,Jonathan Roberts,9.0,9.0,8.0,,26.0,0,3rd Place,3,Singer/Rapper
5,4,Floyd Mayweather Jr. ,Karina Smirnoff,7.0,8.0,8.0,,23.0,1,Eliminated Week 4,9,Athlete
5,4,Mark Cuban,Kym Johnson,7.0,8.0,7.0,,22.0,0,Eliminated Week 5,8,TV Personality
5,5,Mel B,Maksim Chmerkoskiy,10.0,9.0,10.0,,29.0,0,2nd Place,2,Singer/Rapper
5,5,Sabrina Bryan,Mark Ballas,9.0,9.0,10.0,,28.0,0,Eliminated Week 6,7,Actor/Actress
5,5,Cameron Mathison,Edyta Sliwinska,8.0,9.0,9.0,,26.0,0,Eliminated Week 8,5,Actor/Actress
5,5,Jane Seymour,Tony Dovolani,8.0,9.0,9.0,,26.0,0,Eliminated Week 7,6,Actor/Actress
5,5,Jennie Garth,Derek Hough,8.0,9.0,8.0,,25.0,0,Eliminated Week 9,4,Actor/Actress
5,5,Helio Castroneves,Julianne Hough,8.0,7.0,8.0,,23.0,0,1st Place,1,Racing Driver
5,5,Marie Osmond,Jonathan Roberts,7.0,7.0,7.0,,21.0,0,3rd Place,3,Singer/Rapper
5,5,Mark Cuban,Kym Johnson,7.0,7.0,7.0,,21.0,1,Eliminated Week 5,8,TV Personality
5,6,Mel B,Maksim Chmerkoskiy,10.0,10.0,10.0,,30.0,0,2nd Place,2,Singer/Rapper
5,6,Helio Castroneves,Julianne Hough,9.0,10.0,9.0,,28.0,0,1st Place,1,Racing Driver
5,6,Jennie Garth,Derek Hough,9.0,9.0,9.0,,27.0,0,Eliminated Week 9,4,Actor/Actress
5,6,Cameron Mathison,Edyta Sliwinska,9.0,8.0,8.0,,25.0,0,Eliminated Week 8,5,Actor/Actress
5,6,Sabrina Bryan,Mark Ballas,9.0,8.0,8.0,,25.0,1,Eliminated Week 6,7,Actor/Actress
5,6,Marie Osmond,Jonathan Roberts,8.0,8.0,7.0,,23.0,0,3rd Place,3,Singer/Rapper
5,6,Jane Seymour,Tony Dovolani,8.0,7.0,7.0,,22.0,0,Eliminated Week 7,6,Actor/Actress
5,7,Mel B,Maksim Chmerkoskiy,9.0,9.0,9.0,,27.0,0,2nd Place,2,Singer/Rapper
5,7,Jennie Garth,Derek Hough,8.5,8.5,9.5,,26.5,0,Eliminated Week 9,4,Actor/Actress
5,7,Helio Castroneves,Julianne Hough,9.0,8.5,8.5,,26.0,0,1st Place,1,Racing Driver
5,7,Marie Osmond,Jonathan Roberts,9.0,8.5,8.5,,26.0,0,3rd Place,3,Singer/Rapper
5,7,Cameron Mathison,Edyta Sliwinska,8.5,8.5,8.5,,25.5,0,Eliminated Week 8,5,Actor/Actress
5,7,Jane Seymour,Tony Dovolani,8.0,8.5,8.5,,25.0,1,Eliminated Week 7,6,Actor/Actress
5,8,Helio Castroneves,Julianne Hough,9.5,9.5,9.5,,28.5,0,1st Place,1,Racing Driver
5,8,Mel B,Maksim Chmerkoskiy,9.0,9.5,9.5,,28.0,0,2nd Place,2,Singer/Rapper
5,8,Cameron Mathison,Edyta Sliwinska,8.5,8.5,8.5,,25.5,1,Eliminated Week 8,5,Actor/Actress
5,8,Jennie Garth,Derek Hough,8.5,8.5,8.0,,25.0,0,Eliminated Week 9,4,Actor/Actress
5,8,Marie Osmond,Jonathan Roberts,8.0,8.5,8.0,,24.5,0,3rd Place,3,Singer/Rapper
5,9,Helio Castroneves,Julianne Hough,10.0,10.0,10.0,,30.0,0,1st Place,1,Racing Driver
5,9,Mel B,Maksim Chmerkoskiy,10.0,10.0,10.0,,30.0,0,2nd Place,2,Singer/Rapper
5,9,Jennie Garth,Derek Hough,9.5,10.0,9.5,,29.0,1,Eliminated Week 9,4,Actor/Actress
5,9,Marie Osmond,Jonathan Roberts,9.5,9.5,9.0,,28.0,0,3rd Place,3,Singer/Rapper
5,10,Mel B,Maksim Chmerkoskiy,9.3333,9.3333,9.6666,,28.333199999999998,0,2nd Place,2,Singer/Rapper
5,10,Helio Castroneves,Julianne Hough,9.0,9.3333,9.6666,,27.999900000000004,0,1st Place,1,Racing Driver
5,10,Marie Osmond,Jonathan Roberts,8.0,7.5,7.5,,23.0,0,3rd Place,3,Singer/Rapper
6,1,Kristi Yamaguchi,Mark Ballas,9.0,9.0,9.0,,27.0,0,1st Place,1,Athlete
6,1,Priscilla Presley,Louis van Amstel,8.0,8.0,8.0,,24.0,0,Eliminated Week 5,8,Actor/Actress
6,1,Mario,Karina Smirnoff,8.0,8.0,8.0,,24.0,0,Eliminated Week 8,5,Singer/Rapper
6,1,Marlee Matlin,Fabian Sanchez,7.0,7.0,8.0,,22.0,0,Eliminated Week 6,7,Actor/Actress
6,1,Jason Taylor,Edyta Sliwinska,7.0,8.0,7.0,,22.0,0,2nd Place,2,Athlete
6,1,Cristian de la Fuente,Cheryl Burke,7.0,7.0,7.0,,21.0,0,3rd Place,3,Actor/Actress
6,1,Shannon Elizabeth,Derek Hough,7.0,7.0,7.0,,21.0,0,Eliminated Week 7,6,Actor/Actress
6,1,Steve Guttenberg,Anna Trebunskaya,6.0,6.0,6.0,,18.0,0,Eliminated Week 3,10,Actor/Actress
6,1,Marissa Jaret Winokur,Tony Dovolani,6.0,6.0,6.0,,18.0,0,Eliminated Week 9,4,Actor/Actress
6,1,Penn Jillette,Kym Johnson,5.0,6.0,5.0,,16.0,0,Eliminated Week 2,12,Magician
6,1,Monica Seles,Jonathan Roberts,5.0,5.0,5.0,,15.0,0,Eliminated Week 2,11,Athlete
6,1,Adam Carolla,Julianne Hough,5.0,5.0,5.0,,15.0,0,Eliminated Week 4,9,Radio Personality
6,2,Jason Taylor,Edyta Sliwinska,9.0,9.0,9.0,,27.0,0,2nd Place,2,Athlete
6,2,Kristi Yamaguchi,Mark Ballas,9.0,9.0,9.0,,27.0,0,1st Place,1,Athlete
6,2,Mario,Karina Smirnoff,9.0,8.0,9.0,,26.0,0,Eliminated Week 8,5,Singer/Rapper
6,2,Marlee Matlin,Fabian Sanchez,8.0,8.0,8.0,,24.0,0,Eliminated Week 6,7,Actor/Actress
6,2,Shannon Elizabeth,Derek Hough,8.0,8.0,8.0,,24.0,0,Eliminated Week 7,6,Actor/Actress
6,2,Priscilla Presley,Louis van Amstel,7.0,7.0,7.0,,21.0,0,Eliminated Week 5,8,Actor/Actress
6,2,Marissa Jaret Winokur,Tony Dovolani,7.0,7.0,7.0,,21.0,0,Eliminated Week 9,4,Actor/Actress
6,2,Cristian de la Fuente,Cheryl Burke,7.0,6.0,7.0,,20.0,0,3rd Place,3,Actor/Actress
6,2,Adam Carolla,Julianne Hough,6.0,7.0,6.0,,19.0,0,Eliminated Week 4,9,Radio Personality
6,2,Penn Jillette,Kym Johnson,6.0,6.0,5.0,,17.0,1,Eliminated Week 2,12,Magician
6,2,Steve Guttenberg,Anna Trebunskaya,6.0,5.0,5.0,,16.0,0,Eliminated Week 3,10,Actor/Actress
6,2,Monica Seles,Jonathan Roberts,5.0,5.0,5.0,,15.0,1,Eliminated Week 2,11,Athlete
6,3,Kristi Yamaguchi,Mark Ballas,9.0,9.0,9.0,,27.0,0,1st Place,1,Athlete
6,3,Priscilla Presley,Louis van Amstel,8.0,9.0,9.0,,26.0,0,Eliminated Week 5,8,Actor/Actress
6,3,Cristian de la Fuente,Cheryl Burke,8.0,8.0,9.0,,25.0,0,3rd Place,3,Actor/Actress
6,3,Shannon Elizabeth,Derek Hough,8.0,8.0,8.0,,24.0,0,Eliminated Week 7,6,Actor/Actress
6,3,Jason Taylor,Edyta Sliwinska,8.0,7.0,8.0,,23.0,0,2nd Place,2,Athlete
6,3,Steve Guttenberg,Anna Trebunskaya,7.0,7.0,7.0,,21.0,1,Eliminated Week 3,10,Actor/Actress
6,3,Marlee Matlin,Fabian Sanchez,7.0,7.0,7.0,,21.0,0,Eliminated Week 6,7,Actor/Actress
6,3,Adam Carolla,Julianne Hough,7.0,7.0,7.0,,21.0,0,Eliminated Week 4,9,Radio Personality
6,3,Mario,Karina Smirnoff,7.0,6.0,8.0,,21.0,0,Eliminated Week 8,5,Singer/Rapper
6,3,Marissa Jaret Winokur,Tony Dovolani,6.0,7.0,6.0,,19.0,0,Eliminated Week 9,4,Actor/Actress
6,4,Jason Taylor,Edyta Sliwinska,10.0,9.0,10.0,,29.0,0,2nd Place,2,Athlete
6,4,Kristi Yamaguchi,Mark Ballas,10.0,9.0,10.0,,29.0,0,1st Place,1,Athlete
6,4,Shannon Elizabeth,Derek Hough,9.0,10.0,9.0,,28.0,0,Eliminated Week 7,6,Actor/Actress
6,4,Cristian de la Fuente,Cheryl Burke,9.0,8.0,9.0,,26.0,0,3rd Place,3,Actor/Actress
6,4,Marlee Matlin,Fabian Sanchez,8.0,8.0,8.0,,24.0,0,Eliminated Week 6,7,Actor/Actress
6,4,Marissa Jaret Winokur,Tony Dovolani,8.0,8.0,8.0,,24.0,0,Eliminated Week 9,4,Actor/Actress
6,4,Mario,Karina Smirnoff,8.0,7.0,9.0,,24.0,0,Eliminated Week 8,5,Singer/Rapper
6,4,Priscilla Presley,Louis van Amstel,7.0,7.0,8.0,,22.0,0,Eliminated Week 5,8,Actor/Actress
6,4,Adam Carolla,Julianne Hough,6.0,7.0,6.0,,19.0,1,Eliminated Week 4,9,Radio Personality
6,5,Kristi Yamaguchi,Mark Ballas,9.0,10.0,10.0,,29.0,0,1st Place,1,Athlete
6,5,Jason Taylor,Edyta Sliwinska,9.0,9.0,9.0,,27.0,0,2nd Place,2,Athlete
6,5,Mario,Karina Smirnoff,9.0,9.0,9.0,,27.0,0,Eliminated Week 8,5,Singer/Rapper
6,5,Marissa Jaret Winokur,Tony Dovolani,8.0,8.0,8.0,,24.0,0,Eliminated Week 9,4,Actor/Actress
6,5,Cristian de la Fuente,Cheryl Burke,7.0,8.0,8.0,,23.0,0,3rd Place,3,Actor/Actress
6,5,Shannon Elizabeth,Derek Hough,8.0,8.0,7.0,,23.0,0,Eliminated Week 7,6,Actor/Actress
6,5,Marlee Matlin,Fabian Sanchez,7.0,7.0,8.0,,22.0,0,Eliminated Week 6,7,Actor/Actress
6,5,Priscilla Presley,Louis van Amstel,7.0,7.0,7.0,,21.0,1,Eliminated Week 5,8,Actor/Actress
6,6,Kristi Yamaguchi,Mark Ballas,10.0,10.0,10.0,,30.0,0,1st Place,1,Athlete
6,6,Mario,Karina Smirnoff,9.0,9.0,10.0,,28.0,0,Eliminated Week 8,5,Singer/Rapper
6,6,Cristian de la Fuente,Cheryl Burke,9.0,9.0,9.0,,27.0,0,3rd Place,3,Actor/Actress
6,6,Marissa Jaret Winokur,Tony Dovolani,9.0,8.0,9.0,,26.0,0,Eliminated Week 9,4,Actor/Actress
6,6,Shannon Elizabeth,Derek Hough,8.0,8.0,8.0,,24.0,0,Eliminated Week 7,6,Actor/Actress
6,6,Jason Taylor,Edyta Sliwinska,8.0,8.0,8.0,,24.0,0,2nd Place,2,Athlete
6,6,Marlee Matlin,Fabian Sanchez,7.0,7.0,7.0,,21.0,1,Eliminated Week 6,7,Actor/Actress
6,7,Jason Taylor,Edyta Sliwinska,9.5,8.5,9.5,,27.5,0,2nd Place,2,Athlete
6,7,Kristi Yamaguchi,Mark Ballas,9.5,8.0,9.5,,27.0,0,1st Place,1,Athlete
6,7,Marissa Jaret Winokur,Tony Dovolani,9.0,8.5,8.5,,26.0,0,Eliminated Week 9,4,Actor/Actress
6,7,Shannon Elizabeth,Derek Hough,8.5,8.5,8.5,,25.5,1,Eliminated Week 7,6,Actor/Actress
6,7,Mario,Karina Smirnoff,8.5,8.5,8.5,,25.5,0,Eliminated Week 8,5,Singer/Rapper
6,7,Cristian de la Fuente,Cheryl Burke,7.5,7.5,8.0,,23.0,0,3rd Place,3,Actor/Actress
6,8,Cristian de la Fuente,Cheryl Burke,10.0,9.0,9.5,,28.5,0,3rd Place,3,Actor/Actress
6,8,Kristi Yamaguchi,Mark Ballas,8.5,9.5,9.5,,27.5,0,1st Place,1,Athlete
6,8,Mario,Karina Smirnoff,9.0,8.5,9.0,,26.5,1,Eliminated Week 8,5,Singer/Rapper
6,8,Jason Taylor,Edyta Sliwinska,9.0,8.0,9.0,,26.0,0,2nd Place,2,Athlete
6,8,Marissa Jaret Winokur,Tony Dovolani,8.5,8.0,8.5,,25.0,0,Eliminated Week 9,4,Actor/Actress
6,9,Kristi Yamaguchi,Mark Ballas,9.5,9.0,10.0,,28.5,0,1st Place,1,Athlete
6,9,Cristian de la Fuente,Cheryl Burke,9.5,9.0,9.5,,28.0,0,3rd Place,3,Actor/Actress
6,9,Jason Taylor,Edyta Sliwinska,9.0,9.5,9.0,,27.5,0,2nd Place,2,Athlete
6,9,Marissa Jaret Winokur,Tony Dovolani,8.5,9.0,8.5,,26.0,1,Eliminated Week 9,4,Actor/Actress
6,10,Kristi Yamaguchi,Mark Ballas,10.0,10.0,10.0,,30.0,0,1st Place,1,Athlete
6,10,Jason Taylor,Edyta Sliwinska,9.5,9.5,9.5,,28.5,0,2nd Place,2,Athlete
6,10,Cristian de la Fuente,Cheryl Burke,9.0,8.0,9.0,,26.0,0,3rd Place,3,Actor/Actress
7,1,Brooke Burke,Derek Hough,8.0,8.0,8.5,,24.5,0,1st Place,1,TV Personality
7,1,Toni Braxton,Alec Mazo,7.5,7.0,8.0,,22.5,0,Eliminated Week 5,8,Singer/Rapper
7,1,Warren Sapp,Kym Johnson,7.0,7.0,7.5,,21.5,0,2nd Place,2,Athlete
7,1,Lance Bass,Lacey Schwimmer,7.5,6.0,8.0,,21.5,0,3rd Place,3,Singer/Rapper
7,1,Misty May-Treanor,Maksim Chmerkoskiy,6.5,7.5,7.0,,21.0,0,Withdrew,10,Athlete
7,1,Cody Linley,Julianne Hough,7.0,6.5,7.0,,20.5,0,Eliminated Week 9,4,Actor/Actress
7,1,Maurice Greene,Cheryl Burke,6.5,6.5,6.5,,19.5,0,Eliminated Week 8,5,Athlete
7,1,Ted McGinley,Inna Brayer,6.0,6.0,6.5,,18.5,1,Eliminated Week 1,12,Actor/Actress
7,1,Susan Lucci,Tony Dovolani,6.0,6.0,6.5,,18.5,0,Eliminated Week 7,6,Actor/Actress
7,1,Kim Kardashian,Mark Ballas,6.0,6.5,6.0,,18.5,0,Eliminated Week 2,11,TV Personality
7,1,Rocco DiSpirito,Karina Smirnoff,6.0,5.5,6.0,,17.5,0,Eliminated Week 4,9,TV Personality
7,1,Cloris Leachman,Corky Ballas,6.0,5.0,5.0,,16.0,0,Eliminated Week 6,7,Actor/Actress
7,1,Jeffrey Ross,Edyta Sliwinska,4.0,4.0,4.0,,12.0,1,Eliminated Week 1,13,Comedian
7,2,Warren Sapp,Kym Johnson,8.0,8.0,8.0,,24.0,0,2nd Place,2,Athlete
7,2,Brooke Burke,Derek Hough,8.0,8.0,8.0,,24.0,0,1st Place,1,TV Personality
7,2,Toni Braxton,Alec Mazo,7.0,8.0,8.0,,23.0,0,Eliminated Week 5,8,Singer/Rapper
7,2,Susan Lucci,Tony Dovolani,7.0,7.0,7.0,,21.0,0,Eliminated Week 7,6,Actor/Actress
7,2,Cody Linley,Julianne Hough,7.0,7.0,7.0,,21.0,0,Eliminated Week 9,4,Actor/Actress
7,2,Misty May-Treanor,Maksim Chmerkoskiy,7.0,7.0,7.0,,21.0,0,Withdrew,10,Athlete
7,2,Lance Bass,Lacey Schwimmer,7.0,6.0,7.0,,20.0,0,3rd Place,3,Singer/Rapper
7,2,Maurice Greene,Cheryl Burke,7.0,6.0,6.0,,19.0,0,Eliminated Week 8,5,Athlete
7,2,Kim Kardashian,Mark Ballas,6.0,6.0,5.0,,17.0,1,Eliminated Week 2,11,TV Personality
7,2,Rocco DiSpirito,Karina Smirnoff,5.0,6.0,5.0,,16.0,0,Eliminated Week 4,9,TV Personality
7,2,Cloris Leachman,Corky Ballas,5.0,5.0,5.0,,15.0,0,Eliminated Week 6,7,Actor/Actress
7,3,Brooke Burke,Derek Hough,9.0,10.0,9.0,,28.0,0,1st Place,1,TV Personality
7,3,Warren Sapp,Kym Johnson,9.0,8.0,8.0,,25.0,0,2nd Place,2,Athlete
7,3,Maurice Greene,Cheryl Burke,8.0,8.0,8.0,,24.0,0,Eliminated Week 8,5,Athlete
7,3,Toni Braxton,Alec Mazo,8.0,7.0,7.0,,22.0,0,Eliminated Week 5,8,Singer/Rapper
7,3,Lance Bass,Lacey Schwimmer,8.0,7.0,7.0,,22.0,0,3rd Place,3,Singer/Rapper
7,3,Susan Lucci,Tony Dovolani,7.0,7.0,7.0,,21.0,0,Eliminated Week 7,6,Actor/Actress
7,3,Cody Linley,Julianne Hough,7.0,7.0,7.0,,21.0,0,Eliminated Week 9,4,Actor/Actress
7,3,Rocco DiSpirito,Karina Smirnoff,7.0,7.0,6.0,,20.0,0,Eliminated Week 4,9,TV Personality
7,3,Cloris Leachman,Corky Ballas,6.0,5.0,5.0,,16.0,0,Eliminated Week 6,7,Actor/Actress
7,4,Lance Bass,Lacey Schwimmer,9.0,8.0,9.0,,26.0,0,3rd Place,3,Singer/Rapper
7,4,Brooke Burke,Derek Hough,9.0,8.0,9.0,,26.0,0,1st Place,1,TV Personality
7,4,Susan Lucci,Tony Dovolani,8.0,8.0,8.0,,24.0,0,Eliminated Week 7,6,Actor/Actress
7,4,Cody Linley,Julianne Hough,7.0,8.0,8.0,,23.0,0,Eliminated Week 9,4,Actor/Actress
7,4,Cloris Leachman,Corky Ballas,8.0,7.0,7.0,,22.0,0,Eliminated Week 6,7,Actor/Actress
7,4,Warren Sapp,Kym Johnson,8.0,7.0,7.0,,22.0,0,2nd Place,2,Athlete
7,4,Toni Braxton,Alec Mazo,7.0,7.0,8.0,,22.0,0,Eliminated Week 5,8,Singer/Rapper
7,4,Maurice Greene,Cheryl Burke,6.0,7.0,7.0,,20.0,0,Eliminated Week 8,5,Athlete
7,4,Rocco DiSpirito,Karina Smirnoff,6.0,6.0,6.0,,18.0,1,Eliminated Week 4,9,TV Personality
7,5,Brooke Burke,Derek Hough,10.0,9.0,10.0,,29.0,0,1st Place,1,TV Personality
7,5,Cody Linley,Julianne Hough,10.0,9.0,9.0,,28.0,0,Eliminated Week 9,4,Actor/Actress
7,5,Maurice Greene,Cheryl Burke,9.0,9.0,9.0,,27.0,0,Eliminated Week 8,5,Athlete
7,5,Warren Sapp,Kym Johnson,8.0,8.0,9.0,,25.0,0,2nd Place,2,Athlete
7,5,Susan Lucci,Tony Dovolani,7.0,7.0,8.0,,22.0,0,Eliminated Week 7,6,Actor/Actress
7,5,Toni Braxton,Alec Mazo,7.0,7.0,8.0,,22.0,1,Eliminated Week 5,8,Singer/Rapper
7,5,Cloris Leachman,Corky Ballas,7.0,7.0,7.0,,21.0,0,Eliminated Week 6,7,Actor/Actress
7,5,Lance Bass,Lacey Schwimmer,7.0,7.0,7.0,,21.0,0,3rd Place,3,Singer/Rapper
7,6,Lance Bass,Lacey Schwimmer,9.0,9.0,9.0,,27.0,0,3rd Place,3,Singer/Rapper
7,6,Brooke Burke,Derek Hough,8.0,10.0,8.0,,26.0,0,1st Place,1,TV Personality
7,6,Warren Sapp,Kym Johnson,8.0,9.0,8.0,,25.0,0,2nd Place,2,Athlete
7,6,Susan Lucci,Tony Dovolani,8.0,8.0,7.0,,23.0,0,Eliminated Week 7,6,Actor/Actress
7,6,Cody Linley,Julianne Hough,8.0,8.0,7.0,,23.0,0,Eliminated Week 9,4,Actor/Actress
7,6,Maurice Greene,Cheryl Burke,7.0,7.0,7.0,,21.0,0,Eliminated Week 8,5,Athlete
7,6,Cloris Leachman,Corky Ballas,5.0,5.0,5.0,,15.0,1,Eliminated Week 6,7,Actor/Actress
7,7,Brooke Burke,Derek Hough,10.0,10.0,10.0,,30.0,0,1st Place,1,TV Personality
7,7,Maurice Greene,Cheryl Burke,8.0,9.0,8.0,,25.0,0,Eliminated Week 8,5,Athlete
7,7,Lance Bass,Lacey Schwimmer,9.0,7.0,9.0,,25.0,0,3rd Place,3,Singer/Rapper
7,7,Susan Lucci,Tony Dovolani,8.0,8.0,8.0,,24.0,1,Eliminated Week 7,6,Actor/Actress
7,7,Cody Linley,Julianne Hough,8.0,7.0,7.0,,22.0,0,Eliminated Week 9,4,Actor/Actress
7,7,Warren Sapp,Kym Johnson,7.0,7.0,7.0,,21.0,0,2nd Place,2,Athlete
7,8,Brooke Burke,Derek Hough,9.5,8.5,9.5,,27.5,0,1st Place,1,TV Personality
7,8,Warren Sapp,Kym Johnson,9.5,8.5,9.0,,27.0,0,2nd Place,2,Athlete
7,8,Lance Bass,Lacey Schwimmer,8.5,7.5,9.0,,25.0,0,3rd Place,3,Singer/Rapper
7,8,Cody Linley,Julianne Hough,8.0,8.0,8.0,,24.0,0,Eliminated Week 9,4,Actor/Actress
7,8,Maurice Greene,Cheryl Burke,8.0,8.0,8.0,,24.0,1,Eliminated Week 8,5,Athlete
7,9,Lance Bass,Lacey Schwimmer,10.0,9.0,9.5,,28.5,0,3rd Place,3,Singer/Rapper
7,9,Warren Sapp,Kym Johnson,8.5,8.0,8.0,,24.5,0,2nd Place,2,Athlete
7,9,Brooke Burke,Derek Hough,8.0,8.5,8.0,,24.5,0,1st Place,1,TV Personality
7,9,Cody Linley,Julianne Hough,8.0,7.5,7.5,,23.0,1,Eliminated Week 9,4,Actor/Actress
7,10,Brooke Burke,Derek Hough,10.0,10.0,10.0,,30.0,0,1st Place,1,TV Personality
7,10,Warren Sapp,Kym Johnson,9.0,9.5,9.0,,27.5,0,2nd Place,2,Athlete
7,10,Lance Bass,Lacey Schwimmer,9.0,9.0,9.5,,27.5,0,3rd Place,3,Singer/Rapper
8,1,Gilles Marini,Cheryl Burke,8.0,8.0,8.0,,24.0,0,2nd Place,2,Actor/Actress
8,1,Shawn Johnson,Mark Ballas,8.0,8.0,7.0,,23.0,0,1st Place,1,Athlete
8,1,Melissa Rycroft,Tony Dovolani,8.0,7.0,8.0,,23.0,0,3rd Place,3,TV Personality
8,1,Lil' Kim,Derek Hough,7.0,7.0,7.0,,21.0,0,Eliminated Week 9,5,Singer/Rapper
8,1,Chuck Wicks,Julianne Hough,6.0,7.0,7.0,,20.0,0,Eliminated Week 8,6,Singer/Rapper
8,1,David Alan Grier,Kym Johnson,6.0,7.0,6.0,,19.0,0,Eliminated Week 5,9,Actor/Actress
8,1,Denise Richards,Maksim Chmerkoskiy,6.0,6.0,6.0,,18.0,0,Eliminated Week 3,12,Actor/Actress
8,1,Holly Madison,Dmitry Chaplin,6.0,6.0,6.0,,18.0,0,Eliminated Week 4,11,TV Personality
8,1,Belinda Carlisle,Jonathan Roberts,6.0,6.0,5.0,,17.0,0,Eliminated Week 2,13,Singer/Rapper
8,1,Steve-O,Lacey Schwimmer,6.0,5.0,6.0,,17.0,0,Eliminated Week 6,8,TV Personality
8,1,Lawrence Taylor,Edyta Sliwinska,6.0,5.0,5.0,,16.0,0,Eliminated Week 7,7,Athlete
8,1,Ty Murray,Chelsie Hightower,5.0,4.0,5.0,,14.0,0,Eliminated Week 10,4,Athlete
8,1,Steve Wozniak,Karina Smirnoff,5.0,4.0,4.0,,13.0,0,Eliminated Week 4,10,Entrepreneur
8,2,Gilles Marini,Cheryl Burke,9.0,9.0,9.0,,27.0,0,2nd Place,2,Actor/Actress
8,2,Melissa Rycroft,Tony Dovolani,9.0,8.0,9.0,,26.0,0,3rd Place,3,TV Personality
8,2,Shawn Johnson,Mark Ballas,8.0,8.0,8.0,,24.0,0,1st Place,1,Athlete
8,2,Lil' Kim,Derek Hough,8.0,7.0,8.0,,23.0,0,Eliminated Week 9,5,Singer/Rapper
8,2,Denise Richards,Maksim Chmerkoskiy,7.0,7.0,7.0,,21.0,0,Eliminated Week 3,12,Actor/Actress
8,2,Lawrence Taylor,Edyta Sliwinska,7.0,6.0,7.0,,20.0,0,Eliminated Week 7,7,Athlete
8,2,Ty Murray,Chelsie Hightower,7.0,6.0,7.0,,20.0,0,Eliminated Week 10,4,Athlete
8,2,Chuck Wicks,Julianne Hough,6.0,7.0,7.0,,20.0,0,Eliminated Week 8,6,Singer/Rapper
8,2,Belinda Carlisle,Jonathan Roberts,6.0,6.0,6.0,,18.0,1,Eliminated Week 2,13,Singer/Rapper
8,2,Holly Madison,Dmitry Chaplin,6.0,6.0,6.0,,18.0,0,Eliminated Week 4,11,TV Personality
8,2,David Alan Grier,Kym Johnson,6.0,5.0,6.0,,17.0,0,Eliminated Week 5,9,Actor/Actress
8,2,Steve Wozniak,Karina Smirnoff,6.0,5.0,6.0,,17.0,0,Eliminated Week 4,10,Entrepreneur
8,2,Steve-O,Lacey Schwimmer,5.0,4.0,5.0,,14.0,0,Eliminated Week 6,8,TV Personality
8,3,Gilles Marini,Cheryl Burke,9.0,9.0,9.0,,27.0,0,2nd Place,2,Actor/Actress
8,3,Shawn Johnson,Mark Ballas,9.0,9.0,9.0,,27.0,0,1st Place,1,Athlete
8,3,Melissa Rycroft,Tony Dovolani,9.0,9.0,9.0,,27.0,0,3rd Place,3,TV Personality
8,3,Lil' Kim,Derek Hough,8.0,8.0,9.0,,25.0,0,Eliminated Week 9,5,Singer/Rapper
8,3,David Alan Grier,Kym Johnson,8.0,8.0,8.0,,24.0,0,Eliminated Week 5,9,Actor/Actress
8,3,Ty Murray,Chelsie Hightower,8.0,8.0,7.0,,23.0,0,Eliminated Week 10,4,Athlete
